block_number	number_isolates	number_clusters_in_block	clusters_in_block	number_upstream_link	number_downstream_links	upstream_blocks	downstream_blocks	upstream_links	downstream_links	description
7	49	182	2	0	g00730,g00998,g00990,g01039,g00624-,g00714-,g00989-,g01162-,g01165-,g00932-,g01069,g00669,g00816,g01013,g01551,g00812,g00261,g00221-,g00029,g00391,g00499,g00254,g01119,g01087,g01528-,g01365-,g01144-,g00440,g00629,g00484,g01749,g00822,g01021,g01070,g00028,g00297,g00234,g00355,g00366,g00147-,g00611-,g01090,g01040,g00160-,g00039-,g01026-,g01356-,g01547,g01080,g00429,g00168,g00083-,g00435,g00051-,g00694-,g00598-,g00187,g00539,g00243,g00394-,g00744,g00836,g00343,g00910,g00215,g01447,g00699,g00113,g00403,g00414,g00497-,g00444,g00802,g00999,g00697-,g00948-,g00197-,g00949,g00723-,g00206-,g00526-,g00176-,g00490,g00163,g00494,g00505,g00345,g00579,g01454,g00369,g00722,g00850,g00469,g01387-,g01167-,g00807-,g00547-,g00245-,g00166-,g00763-,g00580-,g00496-,g00438-,g00463-,g00118-,g00003-,g00502-,g01437,g01157-,g00023-,g00360,g00174,g00382,g00115,g00503,g00770,g00793,g00374,g00451,g00475,g00135,g00527,g00342,g00073,g00311,g00558,g00354,g00340,g00105,g00177,g00212,g00214,g00236,g00554,g00110,g00778,g00540,g00045,g00273,g00116,g01139,g01000-,g01169-,g01432,g01482,g00313-,g01468-,g01079,g01091,g01374,g00104-,g00652,g01131-,g01430,g00930-,g00917-,g01160,g00844-,g00103-,g00676,g00654-,g01348-,g00660-,g00797,g00459,g00613-,g00161,g00961-,g00963-,g01555-,g01193,g01460-,g00604,g01062,g00980,g00893-,g00662-,g00036-,g00716,g00538,g00470-,g00452-	10,117		g01099,g01803		multiconnector
1	49	164	2	2	g01057-,g00798-,g00383-,g00801-,g00405-,g00397,g00179,g00282,g01474,g00120,g00443-,g00468,g00133,g00032,g00426-,g00659,g00922,g00775,g00474,g00486-,g00448,g00005-,g01217,g01549,g01438,g00615,g01463,g00860-,g01332-,g01487,g01433,g01428,g01259,g01208,g01882-,g01800-,g00205-,g00401-,g00875-,g00352,g00222,g00319-,g00455-,g00233-,g00042-,g00327-,g00207-,g00607-,g00704-,g00565,g01317,g01601,g01390-,g01123-,g01357-,g01586,g01445-,g00316-,g00960-,g01389,g01477-,g01100,g01175,g00724,g00897,g00237,g00466,g00281,g00678,g00099,g00267-,g00171,g00395,g00143-,g00376-,g00548-,g00574-,g00090-,g00407-,g00977-,g01334-,g01353-,g00950,g00762-,g01038-,g01077,g00938-,g00442-,g00647-,g01197,g00656,g01135,g00102,g00294,g00524,g00186,g00324,g00543,g00302,g00040,g00226-,g00573-,g00255-,g00693-,g00322-,g00337-,g00702-,g00953-,g00848-,g01585,g01427,g01152,g00675-,g01475-,g01370-,g00645-,g00928,g01441-,g00833,g01177,g01112,g01067,g01398,g01184,g00232,g00633,g00044,g00074,g00188,g01330,g01410,g00874,g00909-,g01049-,g00562-,g00030-,g01060-,g01085-,g01440,g00965,g01522,g00902,g00250,g00178,g01170,g00786,g01018,g01015,g00587,g00853,g00009-,g00735-,g00772,g00552-,g00278,g01182-,g01098,g01168,g00594-,g00642-,g01351-,g01469-,g01703-,g01707-	193,26	94,9	g01722,g00742	g01834,g01298	multiconnector
9	49	144	1	2	g01501,g01267,g01388-,g01243-,g01323-,g01240-,g01561,g01497-,g01149-,g00864-,g00152-,g00368,g00962,g00127,g00559,g00663,g01326-,g00972,g00968,g00238,g01082-,g00767,g01453,g01322,g00688,g00609-,g00926-,g00489,g00341,g00017,g00077-,g00419,g00636-,g01464,g00682,g01340,g01539,g00892-,g00608-,g00408-,g00305-,g00534-,g00128-,g00252,g00432-,g00080-,g00465-,g00567-,g00433,g00220,g00021,g00575,g00094,g00672,g00062-,g00325-,g00241-,g00066-,g00425-,g00365-,g00202-,g00010-,g00280,g00416-,g00373-,g00923-,g01059-,g01349-,g00984-,g00464-,g00918-,g00069-,g00300-,g00436,g00132-,g00266-,g01520-,g01582-,g00635-,g00958-,g00170-,g00878-,g00328-,g00720,g00640,g00826,g01204_1,g00191-,g01081,g00664,g00409,g00556-,g00692-,g00137-,g01008-,g01424-,g01369,g01517,g01003,g00299,g00514,g00381,g00334-,g00492-,g00437-,g00303-,g00390-,g00396-,g00506-,g00725-,g00180-,g00446-,g00971,g01095,g01252,g00545,g00151,g01552,g01628-,g01462-,g01513-,g01636-,g01372-,g00863,g01503,g01145-,g01358-,g01249-,g01486-,g01224-,g01237,g01218-,g01518-,g01472-,g01251,g01698,g01408,g01709-,g01704-,g01650,g01405,g01848-,g01684-,g01298	58	1,94	g01407	g01707,g01834	multiconnector
6	49	142	2	0	g00993-,g00670,g00746-,g00439-,g00380,g01076,g01075,g01592,g01594-,g00852-,g00627-,g00794,g01473,g01158,g00781,g00612-,g01012,g01132,g01315,g01566,g00955,g01147,g00873,g01489-,g01150-,g00943-,g01244,g01031,g01490,g01174,g01363,g00991-,g00012,g01198,g01371-,g00819,g01333-,g01107,g00666-,g00082-,g00753-,g00308-,g00504-,g00733-,g00106-,g00107-,g00571,g00420,g00271,g00246,g00016,g00108,g00378,g00211-,g00072-,g00473,g01007,g00919,g01088,g01073-,g00803-,g00974,g00123,g00392,g00063,g00121,g00561-,g00707-,g01120-,g01449-,g01104-,g00885-,g00715-,g00689-,g00150-,g00951,g01025,g00933-,g01588-,g01042-,g01392-,g01470,g00453,g00155,g00653-,g00388-,g01385,g01506,g00870,g01306,g01381,g00458,g00076,g00301,g00747,g00086-,g00129-,g00060-,g00001,g00035-,g00842-,g00732-,g00521-,g00648-,g00813-,g01196,g01307-,g01382-,g01377-,g01097,g01020-,g01345-,g01024-,g00927-,g01043,g00706,g00493,g00651,g00476-,g00142,g00756,g00169,g00431-,g00292-,g00384-,g00576-,g00013-,g00157-,g00393-,g00268,g00332,g00349-,g00274,g00596,g00122,g00089-,g00306-,g00685,g01596-,g00810-,g00542-,g00817-	180,18		g01825,g00967		multiconnector
2	49	115	0	2	g00657,g00059,g00912,g00845,g00006,g00424,g00966-,g01101-,g01444,g01535,g00906,g00792-,g00809-,g00804-,g00769-,g01166-,g01541,g00329,g01394-,g00841,g00198,g00068,g00353,g00867,g00417-,g00124,g00745,g01339,g01055,g00741,g01086,g00942,g00748,g00703,g00020,g00140,g00144,g00344,g00084,g00087,g00098,g00859,g01318-,g00275-,g01179-,g00957-,g00774,g00454,g00085,g00204,g00516,g01511,g00857-,g00522,g00537,g00568,g00312,g00818,g00049,g00011-,g00719-,g00418-,g00441-,g00614-,g01185,g00811,g00717,g00889,g00787,g01617,g00519-,g00726-,g00054-,g00563-,g00095-,g00618,g01412,g01297,g01093-,g01103-,g00846,g01127-,g00908-,g01310,g00560,g00315,g00868,g00771,g00970-,g00520,g01442,g00992,g01584,g01178-,g00227-,g01052-,g00887,g00736,g00610,g01063-,g00855,g00531,g00154,g00386,g00371,g00488-,g00239-,g00175,g00347,g00189-,g01186-,g00839-,g01056-,g01450,g01305		118,83		g01646,g01658	multiconnector
8	49	96	3	2	g01767-,g01257-,g01253-,g01740,g01485,g01488,g01768,g01726,g01793-,g01515,g00634,g00577-,g00092-,g00508,g01041-,g01558-,g00623-,g00823,g00828-,g00805-,g01337,g01324-,g00862-,g00501-,g00276-,g00739-,g01058-,g00679,g00668,g00858,g01239,g01140-,g01200-,g01321-,g01724-,g00637,g00584,g00661-,g00219-,g01329,g00924-,g01114,g01423,g01047-,g00905-,g00837-,g00760,g00284,g00228-,g00244,g01066-,g01383-,g00718-,g00738-,g01366-,g01122-,g01009-,g00939,g00330-,g00295,g00156,g00310,g00603,g00517,g00471,g00350,g00838,g01417-,g01004,g00796,g01457,g01115,g01466,g01556,g00879-,g01529-,g00865-,g01504-,g01261,g01274,g01564-,g01258,g01256,g01571-,g01221-,g01295,g00209,g01010,g01402,g00288,g00904,g01319-,g01320-,g01777-,g01652,g01516-	99,13,128	12,36	g01814,g01195,g01858	g01344,g01250	multiconnector
17	49	91	1	1	g00749-,g00269,g00326-,g00591,g00638,g00973,g01413,g01117,g01590,g00034-,g00046,g00194,g00139-,g00883-,g00586,g00196,g00165,g00033,g01036,g01011,g01017-,g00153,g00181,g01029,g00065,g00048,g00740,g01125,g00415,g00572,g00379,g00257,g00605,g00320,g00114-,g00022,g00592,g00421,g00286,g00117,g00766-,g00616-,g01335,g01774-,g01577,g01737-,g01630-,g01264-,g01347-,g01277-,g01521-,g00710,g00901-,g00050-,g01263,g00413-,g00996-,g00057-,g00555,g01456,g01146,g00507-,g00184-,g00549-,g00456,g00251-,g00201-,g00216-,g00249-,g00357,g00192,g00461,g00764,g00544,g00582,g00024,g00253,g00336-,g00491,g00126-,g00856-,g00224-,g00683,g00041,g00159-,g00361-,g00500-,g00550-,g00279-,g00317-,g00014-	102	52	g01312	g01599_1	insertion
10	49	90	2	2	g01099,g00422,g00814-,g00791,g01128,g00783,g00935,g01361,g01367,g00866,g01202,g01035,g01164-,g01459,g01269,g01286,g01293,g00256,g01376,g01065,g01045-,g01118-,g00929-,g00495-,g00578-,g00487-,g00047-,g00402-,g01359,g00583,g00479,g00162,g00515,g00734,g00182,g00290-,g00223-,g00824-,g01142-,g01199-,g00995,g01509-,g00907,g01395,g01538,g01533,g01153,g00979-,g00681-,g00240-,g00260-,g00158-,g00785-,g00167-,g00861,g00937,g01505,g00323,g00789,g01083,g01071,g00916,g01106,g01211-,g00954-,g01002-,g00959-,g01214-,g01210-,g01246,g00053,g00941,g00410,g01136,g00994,g00876,g00827,g00460,g00743,g01563,g01393-,g01110-,g01481-,g00570,g00978-,g00646,g00225,g00589,g00890,g00511-	117,7	111,81	g01803,g00730	g01664,g01866	multiconnector
18	49	89	1	2	g00467-,g00210,g00358,g00203-,g00588-,g00595-,g00528-,g00338-,g00283,g00141-,g00982,g00070-,g00363-,g00263,g00018,g00061,g00423,g00427,g00362-,g00665-,g01111-,g00148-,g00125-,g01328-,g01194,g00920,g00581-,g00457-,g00258-,g00138-,g00628-,g00711-,g00888,g01019,g00925,g01108,g01030,g00936,g01113-,g01172-,g00248-,g01215-,g01300-,g01627,g00387-,g00752,g00712-,g00944,g00671,g01616,g01649,g01654,g01148,g01309-,g01311-,g01537-,g01325-,g00849-,g00886,g01404,g00815-,g00043,g00755-,g00406,g00705,g01068,g01016,g00945-,g01005-,g00067-,g00829-,g01526,g01362,g01557,g01443,g01431,g01156-,g01414-,g00880-,g00903,g00356,g00259,g01550,g01570,g01294,g01190-,g01171-,g01126-,g00967-	52	6,180	g01599_1	g00993,g01825	multiconnector
20	49	52	1	0	g00079-,g00193-,g00185,g00331,g00264,g00007,g00445,g01014,g01499,g01591,g00412,g00019,g00096,g00195,g00480,g01188-,g01483-,g01421-,g01534,g00894,g00346,g00231,g00265-,g00709,g01212,g00869,g01124,g00881,g01612,g01523,g00411,g01084,g00513,g01401,g01089-,g01562,g01589,g01578,g00404-,g01129,g00983,g00784,g00914-,g00533,g00477,g00564-,g00757,g00262-,g00695,g00318-,g00946-,g01420	58		g01407		multiconnector
5	49	49	1	1	g00649,g01034,g01692,g01725,g01683-,g00987-,g00854-,g00821-,g01544-,g00731,g00270,g00686,g00314,g00037,g00535,g00430,g00536,g00119,g00075,g00900-,g00934,g00981,g00145-,g00639-,g00385-,g00088-,g00590-,g00478-,g00372-,g00002-,g00348-,g00532-,g00518,g00229,g00111-,g00235,g00700,g00190,g00921,g01418,g01336,g01434-,g01375-,g01553,g01096,g01201,g01446,g01050,g00776-	60	53	g01436	g01755	insertion
12	49	40	2	2	g00619,g01105-,g00956,g00632-,g00820-,g01270,g00765-,g00985-,g00913,g00026-,g00750-,g00622-,g00729-,g01033-,g01189,g00947,g00832,g00684,g00891,g00713,g01331,g01341,g00449,g01350,g00673,g00790,g00872,g01064,g00004,g00641,g01659,g01416,g01668,g01429-,g01525-,g01719-,g01037-,g01494-,g01519-,g01344	4,194	100,8	g00782,g01753	g01743,g01516	multiconnector
4	49	39	2	2	g00782-,g01072-,g01254-,g00780-,g01001-,g01134-,g00601,g01173-,g01435-,g01397,g00658,g00389-,g00097,g00285,g00370,g00680,g00056,g00272,g01133,g01729,g01735,g00483-,g00630-,g00462,g00218,g00643,g00109,g00447,g01657,g01130,g00728,g00217,g01727,g01638-,g00835,g00721,g01780,g01284,g01291	12,42	101,92	g00619,g01662	g01699,g01626	multiconnector
13	49	36	2	1	g01195,g01492-,g00882,g00600,g00510,g00975-,g01406-,g00309-,g00976-,g00830-,g00843-,g00008-,g00569,g00208,g00625,g01458,g00899,g00247,g00242,g01302,g01138,g01346,g01352,g01116,g01554,g00364-,g00708-,g00172,g01006-,g00915,g00136,g01022-,g01327-,g00758-,g00481-,g00081-	36,8	42	g01250,g01767	g01662	multiconnector
14	49	29	3	1	g00529-,g00650-,g00428-,g01399-,g00038-,g00351-,g00808-,g00546-,g01542-,g01425-,g01161-,g00064-,g00100-,g00566-,g00025-,g00621-,g00434-,g00304-,g00485-,g00450-,g01051-,g00800-,g00375,g01028,g01493,g01512,g01176-,g01314,g00773	175,61,163	54	g01204_3,g01222_1,g01918	g01227_2	multiconnector
25	49	27	1	0	g00777,g01496-,g01343-,g01192-,g01384-,g00834-,g00754-,g00691-,g01403-,g00296,g01455,g00986,g00071,g00058-,g00759-,g00078,g00687,g01032,g00788-,g00199,g00877-,g00779-,g01023,g01308,g00644-,g01316-,g01102-	53		g01755		multiconnector
24	49	24	2	0	g01634,g01508,g01789,g01680-,g01183-,g00213-,g00146-,g00339,g00293,g00696,g01303,g01248,g01313,g00768-,g01748-,g01094-,g00287-,g00183-,g00751-,g00277,g00667,g00149-,g01491,g01044	195,23		g01879,g01238		multiconnector
11	49	23	0	0	g01092,g00825-,g01465-,g00690-,g01155,g01180,g01476,g01301,g01452-,g00626-,g01338-,g01074-,g00400-,g00840,g00964,g00557-,g00015-,g00359-,g00055-,g00674-,g00398,g00525,g00523-					multiconnector
22	49	23	2	2	g01524,g00871,g01143,g01191,g00701,g00795,g01141,g01583,g00602-,g00631-,g01565,g01299-,g01203_1-,g01498-,g01159-,g00606-,g00367-,g01078-,g00952,g00895-,g01109-,g01479-,g01640-	81,111	101,92	g01730,g01896	g01699,g01626	multiconnector
3	49	16	2	1	g01048-,g00321-,g01530-,g01545,g01543,g01884,g00851,g00230,g01573,g01151,g01637-,g01206_1-,g01203_2,g01629,g01276,g01275	23,97	50	g00997,g01916	g01265	multiconnector
